"fips" "scc" "pollutant" "emissions" "type" "year" "data.category" "short.name" "ei.sector" "option.group" "option.set" "scc.level.one" "scc.level.two" "scc.level.three" "scc.level.four" "map.to" "last.inventory.year" "created_date" "revised_date" "usage.notes"
"36059" "220100129X" "PM25-PRI" 10.26 "ON-ROAD" 2002 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Minor Arterial: Exhaust" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Urban Minor Arterial: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"51089" "220107029T" "PM25-PRI" 0.00109466656431322 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Urban Minor Arterial: Tire Wear" "Mobile - On-Road Gasoline Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Minor Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"28137" "223007317B" "PM25-PRI" 0.00690402800523 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 6 & 7 - Rural Major Collector: Brake Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Major Collector: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"19043" "2260003040" "PM25-PRI" 5.26861e-05 "NON-ROAD" 2005 "Nonroad" "Off-highway Gasoline, 2-Stroke /Industrial Equipt /Other General Industrial Equipt" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 2-Stroke" "Industrial Equipment" "Other General Industrial Equipment" NA NA "" "" ""
"19033" "223007121X" "PM25-PRI" 0.02 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Rural Local: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Local: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"41051" "2230071110" "PM25-PRI" 0.248751 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Rural Interstate: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Interstate: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"28073" "2265002003" "PM25-PRI" 0.000147477 "NON-ROAD" 2008 "Nonroad" "Off-highway Gasoline, 4-Stroke /Construction & Mining Equipt /Pavers" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Pavers" NA NA "" "12/10/1999 0:00:00" ""
"36039" "30500707" "PM25-PRI" 5e-04 "POINT" 2008 "Point" "Cement Manuf (Wet Proc) /Raw Material Unloading" "Industrial Processes - Storage and Transfer" "" "" "Industrial Processes" "Mineral Products" "Cement Manufacturing (Wet Process)" "Raw Material Unloading" NA NA "" "" ""
"41029" "2270006035" "PM25-PRI" 0.05 "NON-ROAD" 2002 "Nonroad" "Off-highway Diesel /Commercial Equipt /Hydro-power Units" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Commercial Equipment" "Hydro-power Units" NA NA "1/9/2006 0:00:00" "" ""
"06059" "2301010000" "PM25-PRI" 0.72 "NONPOINT" 1999 "Nonpoint" "Chemical Manufacturing /Industrial Inorganic Chemical Manuf /Total" "Industrial Processes - Chemical Manuf" "" "" "Industrial Processes" "Chemical Manufacturing: SIC 28" "Industrial Inorganic Chemical Manufacturing" "Total" NA NA "" "" ""
"54053" "2270003030" "PM25-PRI" 0.0415702 "NON-ROAD" 2008 "Nonroad" "Off-highway Diesel /Industrial Equipt /Sweepers/Scrubbers" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Industrial Equipment" "Sweepers/Scrubbers" NA NA "" "" ""
"42071" "2104008220" "PM25-PRI" 19.0925 "NONPOINT" 2008 "Nonpoint" "Stationary Fuel Comb /Residential /Wood /Woodstove: fireplace inserts; EPA certified; non-catalytic" "Fuel Comb - Residential - Wood" "RWC_StoveInserts" "B" "Stationary Source Fuel Combustion" "Residential" "Wood" "Woodstove: fireplace inserts; EPA certified; non-catalytic" NA NA "3/27/2008 0:00:00" "" ""
"48271" "2265004040" "PM25-PRI" 0.000631258014436753 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 4-Stroke /Lawn & Garden Equipt /Rear Engine Riding Mowers (Residential)" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Rear Engine Riding Mowers (Residential)" NA NA "" "12/10/1999 0:00:00" ""
"30063" "2230071270" "PM25-PRI" 0.00222411 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Urban Other Principal Arterial: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Other Principal Arterial: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"51115" "220107021B" "PM25-PRI" 0.0010518435 "ON-ROAD" 2002 "Onroad" "Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Rural Local: Brake Wear" "Mobile - On-Road Gasoline Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Local: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"21085" "30502014" "PM25-PRI" 3.495 "POINT" 1999 "Point" "Stone Quarrying & Processing /Shaker Screens" "Industrial Processes - NEC" "" "" "Industrial Processes" "Mineral Products" "Stone Quarrying - Processing (See also 305320)" "Shaker Screens" NA NA "" "" ""
"55093" "2201070170" "PM25-PRI" 0.00314354 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Rural Major Collector: Total" "Mobile - On-Road Gasoline Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Major Collector: Total" NA NA "" "2/13/2002 0:00:00" ""
"27117" "2270002024" "PM25-PRI" 0.00114707204920705 "NON-ROAD" 2002 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Surfacing Equipt" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Surfacing Equipment" NA NA "" "" ""
"13083" "2230071290" "PM25-PRI" 4.98819e-05 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Urban Minor Arterial: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Minor Arterial: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"48211" "2270002054" "PM25-PRI" 0.02 "NON-ROAD" 1999 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Crushing/Processing Equipt" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Crushing/Processing Equipment" NA NA "" "" ""
"54055" "220100127B" "PM25-PRI" 0.2 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Other Principal Arterial: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Urban Other Principal Arterial: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"06067" "220108015B" "PM25-PRI" 0.0029894922493 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Motorcycles (MC) - Rural Minor Arterial: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Minor Arterial: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"40063" "2610000100" "PM25-PRI" 1.21 "NONPOINT" 1999 "Nonpoint" "Open Burning /All Categories /Yard Waste - Leaf Species Unspecified" "Waste Disposal" "Open Burning Leaf" "A" "Waste Disposal, Treatment, and Recovery" "Open Burning" "All Categories" "Yard Waste - Leaf Species Unspecified" NA NA "" "8/31/2000 0:00:00" ""
"05093" "2260006015" "PM25-PRI" 5.08528864884283e-05 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 2-Stroke /Commercial Equipt /Air Compressors" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 2-Stroke" "Commercial Equipment" "Air Compressors" NA NA "" "12/10/1999 0:00:00" ""
"21057" "223007519T" "PM25-PRI" 0.0001252863 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty Buses (School & Transit) - Rural Minor Collector: Tire Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Minor Collector: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"04012" "220108033T" "PM25-PRI" 5.125899451741e-05 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Motorcycles (MC) - Urban Local: Tire Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Local: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"08045" "2230060150" "PM25-PRI" 0.00817855 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Rural Minor Arterial: Total" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Minor Arterial: Total" NA NA "" "" ""
"48477" "2275050011" "PM25-PRI" 0.0887088 "POINT" 2008 "Point" "Aircraft /General Aviation /Piston" "Mobile - Aircraft" "" "" "Mobile Sources" "Aircraft" "General Aviation" "Piston" NA NA "7/25/2008 0:00:00" "" ""
"27111" "2201080190" "PM25-PRI" 0.00179569 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Motorcycles (MC) - Rural Minor Collector: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Minor Collector: Total" NA NA "" "" ""
"08025" "2270002072" "PM25-PRI" 0.359075 "NON-ROAD" 2008 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Skid Steer Loaders" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Skid Steer Loaders" NA NA "" "" ""
"08109" "2270005055" "PM25-PRI" 0.36 "NON-ROAD" 2002 "Nonroad" "Off-highway Diesel /Agricultural Equipt /Other Agricultural Equipt" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Agricultural Equipment" "Other Agricultural Equipment" NA NA "" "" ""
"17077" "2282020005" "PM25-PRI" 0.08 "NON-ROAD" 1999 "Nonroad" "Pleasure Craft /Diesel /Inboard/Sterndrive" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Pleasure Craft" "Diesel" "Inboard/Sterndrive" NA NA "" "12/10/1999 0:00:00" ""
"26057" "2201080310" "PM25-PRI" 0.000706147 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Motorcycles (MC) - Urban Collector: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Collector: Total" NA NA "" "" ""
"36103" "223007233B" "PM25-PRI" 0.07 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 3, 4, & 5 - Urban Local: Brake Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Local: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"48303" "220104021T" "PM25-PRI" 0.00656883124435 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Local: Tire Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)" "Rural Local: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"51121" "10300207" "PM25-PRI" 0.03408 "POINT" 2008 "Point" "Ext Comb /Comm-Inst /Bituminous Coal /Overfeed Stoker" "Fuel Comb - Comm/Institutional - Coal" "" "" "External Combustion Boilers" "Commercial/Institutional" "Bituminous/Subbituminous Coal" "Overfeed Stoker (Bituminous Coal)" NA NA "" "" ""
"28137" "220107017B" "PM25-PRI" 0.01 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Rural Major Collector: Brake Wear" "Mobile - On-Road Gasoline Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Major Collector: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"55077" "220104017B" "PM25-PRI" 0.01 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Major Collector: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)" "Rural Major Collector: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"05043" "220100115T" "PM25-PRI" 0.03 "ON-ROAD" 1999 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Minor Arterial: Tire Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Rural Minor Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"18103" "220104029B" "PM25-PRI" 0.01 "ON-ROAD" 1999 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Minor Arterial: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)" "Urban Minor Arterial: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"47073" "223007429X" "PM25-PRI" 0.14 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 8A & 8B - Urban Minor Arterial: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Minor Arterial: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"34039" "223007529T" "PM25-PRI" 0.00178895067074334 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty Buses (School & Transit) - Urban Minor Arterial: Tire Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Minor Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"12057" "220102017B" "PM25-PRI" 0.17 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Rural Major Collector: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)" "Rural Major Collector: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"06071" "30500618" "PM25-PRI" 0.00841038 "POINT" 2008 "Point" "Cement Manuf (Dry Proc) /Cement Silos" "Industrial Processes - Storage and Transfer" "" "" "Industrial Processes" "Mineral Products" "Cement Manufacturing (Dry Process)" "Cement Silos" NA NA "" "" ""
"37037" "2267003070" "PM25-PRI" 0.00180908449692652 "NON-ROAD" 2002 "Nonroad" "Off-highway LPG /Industrial Equipt /Terminal Tractors" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Industrial Equipment" "Terminal Tractors" NA NA "12/10/1999 0:00:00" "" ""
"29139" "2265005025" "PM25-PRI" 0 "NON-ROAD" 1999 "Nonroad" "Off-highway Gasoline, 4-Stroke /Agricultural Equipt /Balers" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Balers" NA NA "" "" ""
"12035" "223007427T" "PM25-PRI" 0.02 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 8A & 8B - Urban Other Principal Arterial: Tire Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Other Principal Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"47021" "220100117X" "PM25-PRI" 0.27 "ON-ROAD" 1999 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Major Collector: Exhaust" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Rural Major Collector: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"21213" "220104029B" "PM25-PRI" 0.01 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Minor Arterial: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)" "Urban Minor Arterial: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"48015" "223006019X" "PM25-PRI" 0.00420757959230298 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Light Duty Trucks 1 thru 4 (LDDT) - Rural Minor Collector: Exhaust" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Minor Collector: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"21133" "30501015" "PM25-PRI" 0.00377323 "POINT" 2008 "Point" "Coal Mining, Cleaning & Material Handling /Loading" "Industrial Processes - Mining" "" "" "Industrial Processes" "Mineral Products" "Coal Mining, Cleaning, and Material Handling (See 305310)" "Loading" NA NA "" "" ""
"13171" "2270005015" "PM25-PRI" 2.06 "NON-ROAD" 2002 "Nonroad" "Off-highway Diesel /Agricultural Equipt /Agricultural Tractors" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Agricultural Equipment" "Agricultural Tractors" NA NA "" "" ""
"13037" "220104019B" "PM25-PRI" 0.00883290340189 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Minor Collector: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)" "Rural Minor Collector: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"51139" "220108021X" "PM25-PRI" 0.0026392519 "ON-ROAD" 2002 "Onroad" "Highway Veh - Gasoline - Motorcycles (MC) - Rural Local: Exhaust" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Local: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"29051" "2270002075" "PM25-PRI" 0.2 "NON-ROAD" 1999 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Off-highway Tractors" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Off-highway Tractors" NA NA "" "" ""
"26147" "223007525X" "PM25-PRI" 0.06 "ON-ROAD" 1999 "Onroad" "Highway Veh - Diesel - Heavy Duty Buses (School & Transit) - Urban Other Freeways & Expressways: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Other Freeways and Expressways: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"02290" "220102021B" "PM25-PRI" 0.02 "ON-ROAD" 2002 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Rural Local: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)" "Rural Local: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"48103" "2201080150" "PM25-PRI" 0.00068973 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Motorcycles (MC) - Rural Minor Arterial: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Minor Arterial: Total" NA NA "" "" ""
"26115" "2230071170" "PM25-PRI" 0.00279804 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Rural Major Collector: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Major Collector: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"20151" "2302003100" "PM25-PRI" 0.33 "NONPOINT" 2005 "Nonpoint" "Food & Kindred Products /Commercial Cooking - Frying /Flat Griddle Frying" "Commercial Cooking" "" "" "Industrial Processes" "Food and Kindred Products: SIC 20" "Commercial Cooking - Frying" "Flat Griddle Frying" NA NA "6/6/2003 0:00:00" "2/20/2004 0:00:00" ""
"13035" "2270005040" "PM25-PRI" 2.74128e-06 "NON-ROAD" 2008 "Nonroad" "Off-highway Diesel /Agricultural Equipt /Tillers : 6 HP" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Agricultural Equipment" "Tillers : 6 HP" NA NA "" "" ""
"25027" "20100202" "PM25-PRI" 0.13 "POINT" 2002 "Point" "Int Comb /Electric Gen /Natural Gas /Reciprocating" "Fuel Comb - Electric Generation - Natural Gas" "" "" "Internal Combustion Engines" "Electric Generation" "Natural Gas" "Reciprocating" NA NA "" "" ""
"56003" "2270003020" "PM25-PRI" 0.03 "NON-ROAD" 1999 "Nonroad" "Off-highway Diesel /Industrial Equipt /Forklifts" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Industrial Equipment" "Forklifts" NA NA "" "" ""
